"xrasieren","Das Epilieren wie auch Rasieren verursacht Verletzungen in der Haut. Dadurch dringen Bakterien ein. Wenn man sich unbedingt enthaaren muss, was man aber besser nicht tun sollte, dann sollte man vorher und nachher ausreichend desinfizieren. Und zwar sowohl die Haut, als auch das Gerät (Rasierer, Epillierer etc.). Vor dem Enthaaren, sollte man Rasieröl (http://amzn.to/2trxV8V) auftragen und danach ca. 2 Minuten lang ein warmes Handtuch auf die Stelle legen (Handtuch nass machen und für 1 Min. in die Mikrowelle). Das erweitert die Haarfollikel und macht die Haut und die Haare etwas weicher. Das Öl dient als Schutz, dass die Klingen die Haut nicht so sehr verletzen. So entstehen weniger Mikrotraumen. Wenn man rasiert, sollte man unbedingt darauf achten, einen guten scharfen Rasierer, am Besten mit neuen Klingen mit warmem Wasser und ausreichend Schaum zu verwenden. Einmalrasierer sollten unbedingt vermieden werden. Zudem sollte man die Haarentfernung auf den Abend legen, am Besten kurz vor dem zu Bett gehen. So kann sich die Haut über Nacht erholen und wird nicht durch ständiges Reiben zusätzlich noch gereizt.","Rasieren"
"xnatur","Zum Thema Natur ist immer besser als Chemie. Hier mal eine Liste von Inhaltsstoffen eines Mittels, das du sicher kennst:

Hydroxylsäure, Pflanzenöl, Zellulose, Fructose, Glucose, Saccharose, Sorbit, Stärke, Carotine, Tocopherol (E) Riboflavin (E), Ascorbinsäure (E), Stearinsäure (E), Hydroxybernsteinsäure (E), Nicotinamid, Pantothensäure, Biotin, Folsäure, Palmitinsäure, Ölsäure, Linolsäure, Oxalsäure, Salicylsäure, Purin, Sodium, Kalium, Mangan, Phosphor. Chlorid, Farbstoffe, Antioxidantien, Ethylmethylbutyrat, Ethylbutyrat, Methylbutylacetat, Butylacetat und Hexylacetat.

Diese Liste hier oben, beschreibt die chemische Zusammensetzung eines Apfels. Denn: ALLES IST CHEMIE. Auch die Natur. 

Wenn Natur immer besser ist als Chemie, würde mich mal deine Reaktion auf einen Bissen Fingerhut interessieren. Ist vollkommen Natürlich und rein Pflanzlich, allerdings hochgiftig und damit tötlich. Fingerhut, ist aber (natürlich nur durch gefälschte Studien) von der bösen Pharmaindustrie zu einem Notfallmedikament (Digitalis) verarbetiet worden, das unter anderem bei Herzinfarkten genutzt wird und schon Millionen Leben gerettet hat.

So sollte man eventuell nicht so laut auf die Pharmaindustrie schimpfen. Könnte sein, dass man sich Die mal ganz dringend herbeiwünscht, weil man sie braucht. ;)","Natur vs Chemie"
"xzumarzt","Der Tipp ist: geh zu einem Arzt. Der kann eine geeignete fachkundige Diagnose stellen und etwaige Medikamente verschreiben.","Geht zum Arzt"
"xblutspende","Chronisch Kranke sind von Blut-, Plasma- und Knochenmarkspenden dauerhaft ausgeschlossen. Hier mehr Infos: http://bit.ly/2fn1ySZ","Blutspende"
"xaibuch","Wobei Ai keine Autoimmunerkrankung sondern eine autoinflammatorische Erkrankung ist und das Leaky Gut Syndrom, in welchem es in diesem Buch geht, wissenschaftlich äußerst umstritten ist. Denn die ""Durchlässigkeit"" des Darmes gegenüber bestimmten Toxinen ist nach meinem Wissenstand, wissenschaftlich nicht erwiesen. Zudem sollte man sich fragen, wie es ein vollkommen unbekannter, meines Wissens nach, NICHT-Selbstbetroffener, 1992 geborener ""Autor"", in drei Schritten schaffen will zu klären oder symptomatisch zu verringern, das die geballte Wissenschaft der letzten 30 Jahre nicht geschafft hat? Eventuell will der Autor doch nur eines? Geld verdienen ;) Der Autor des Buches, wollte zuvor auch in meine Ai-Gruppe (https://www.facebook.com/groups/acneinversa) aufgenommen werden, gab aber zu, lediglich Werbung für sein Buch machen zu wollen. Die Administratoren haben dann entschieden ihn nicht zu zulassen, da wir aus Userschutzgründen Werbung nicht gestatten. Die Ausdrucksweise des Mannes war mir gegenüber zudem äußerst fragwürdig. So kamen unter anderem Sätze wie diese zum Einsatz:""Solltest du nach der Nachricht denken das ich voller scheiße bin..."". Wollen wir hoffen, dass das Buch vorher Lektoriert und Dererlei gestrichen wurde ;)Vor Jahren wurde der Autor auch durch einen Artikel auf seinem, überwiegend aus Verschwörungstheorien bestehenden Blog truewords.eu (aktuell nicht mehr online) im Zusammenhang mit Ai ""bekannt"". Im Grunde ging es darin um die allgemein bekannte Paleo-Diät, bzw. das Paleo-Autoimmun-Protokoll. Ich nehme an, in dem Buch wird es nicht anders sein. Sicher wissen tue ich das allerdings nicht. Hier mal ein Video, das ich dazu gemacht hatte, da er mich damals schon zum o.g. Artikel angeschrieben hatte. Damals nannte er sich Ingo und wies kein korrektes Impressum auf seiner Webseite aus. https://www.youtube.com/watch?v=jh4G0FQU0Y0Das Buch wurde im so genannten Self-Publishing veröffentlich, also nicht wirklich von einem Verlag. Die Bewertungen auf Amazon lassen aufgrund der Daten (alle zwischen 17. und 22. Sep., danach keine mehr) und der Tatsache, dass es sich ausschließlich um ""Käufer"" der Kindle Edition handelt, vermuten, dass es sich um, sagen wird mal, finanziell gestützte Bewertungen handeln könnte. Sicher ist das aber nicht.
Grundsätzlich misstraue ich Büchern zum Thema Ernährung, in welchen keine wissenschaftlichen Querverweise enthalten sind, welche die im Buch getroffenen Aussagen nachhaltig stützen. Denn diese Aussagen entsprangen meist des Autors Phantasie und haben keine wissenschaftlich fundierte Grundlage.
ABER, am Ende entscheidet jeder selbst ob er/sie das Buch liest und sich daran hält.",""
"xsanierung","BEGRIFFSERKLÄRUNG: Häufig wird hier von einer so genannten Sanierung geredet. Allerdings wird dieser Begriff auch sehr oft falsch verwendet. Darum hier einmal eine kleine Definition.
Eine Sanierung bezeichnet die *großflächige* Herausschneidung ganzer Hautareale, welche von Abszessen und/oder Fisteln betroffen sind.
Das herausschneiden eines einzelnen Abszesses, wird nicht als Sanierung bezeichnet. Hier verwendet man eher den Begriff Abzessexzision. Wobei Exzision einfach nur Herausschneiden bedeutet. Entscheidend ist einfach die Größe der Fläche die entfernt wird und das gleichzeitig mehrere Abszesse und/oder Fisteln entfernt werden.
Als -zugegen, etwas blöden- Vergleich kann man ein Haus nehmen. Dort spricht man auch nicht von Sanierung, wenn man eine neue Steckdose gelegt hat. Sondern eher wenn man grundlegende bauliche Maßnahmen vollzogen hat und alle Leitungen komplett erneuert hat. Wenn man also nun z.B. unter den Achseln großflächig alle Abszesse herausgeschnitten hat, redet man von einer Sanierung","Sanierung Begriffserklärung"
"xzwilling","Hallo, 

vielen Dank für deine Rückmeldung zum Thema “Zwillinge und Acne inversa"". Melde dich doch bitte via Mail bei Prof. Dr. Bechara von der Uni Bochum: f.bechara@klinikum-bochum.de 

Vielen Dank
","Zwilling Bechara"
"xhefe","Hier ein Video zum Thema Hefe bei Ai/Hs: https://www.youtube.com/watch?v=mmRImxA31MM","Hefe und Ai"
"","",""
"","Wenn man -so wie ich- schon eine Zeit lang in Single-Gruppen & Co. unterwegs ist, stellt man bestimmte Muster fest. Eines davon ist, dass 96%% der Single-Gruppen-Posts, geschlechterunspezifisch, sexueller Natur sind.
Dann fragt man sich jedesmal, was ist denn eigentlich der Grund, warum Leute sich in solchen Gruppen, statt einfach auf C-Date oder Tinder oder anderen Casual-Date-Sites anmelden?
Nun, ich gehöre (trotz ca. 5 Jahren Singledaseins) nicht zu den Personen, die es so nötig haben, dass jeder zweite Post irgendwelche sexuellen Anspielungen beinhalten muss. Denn ich suche einfach nur eine Partnerin, die zwar nicht frigide sein sollte, das Thema aber nicht das wichtigste für sie ist. 
Wie dem auch sei. Es gibt da ein, zwei Sachen, die man über mich wissen sollte. Zum einen gehöre ich nicht zu den schlanken Vertretern meines Geschlechts. Mit aktuell 135 kg bei einer Größe von 177 cm zähle ich mich definitiv zu den Schwergewichten. Das sollte dich natürlich nicht abschrecken.
Des Weiteren bin ich mit meinen 42 Jahren nicht unbedingt das, was man einen Partylöwen nennen könnte. Im Grunde war ich das nie. Klar hab ich nix gegen eine Feier oder Dergleichen, aber ich muss nu nicht jedes Wochenende auf die Piste. Zumindest nicht in Sachen Party.
Am Wochenende bin ich häufig unterwegs. Das ist der Fall, weil ich ein paar Hobbies betreibe, welchen man im Grunde nur draußen nachgehen kann. Dazu gehört unter anderem Fotografie. Optimal wäre natürlich eine Partnerin, die ähnlich gelagerte Hobbies hat. Einem Netflix-Binchwatching-Wochenende, bin ich allerdings auch nicht abgeneigt. Denn ich bin auch ein recht großer Film- und Serienfan.
Ansonsten gibt es noch zu sagen, dass ich einen festen Job habe, welcher mir Spaß macht, allerdings zu ungewöhnlichen Zeiten stattfindet. Denn ich arbeite ausschließlich Nachmittags bis Abends (kann auch mal 23:00 Uhr werden). Entweder bist du also eine Spätinsbettgeherin, arbeitest auch am Nachmittag oder hast keine Probleme mit einer -überwiegenden- Wochenendbeziehung.
So, ich denke, das reicht für den Anfang. Solltest du Fragen oder gar Interesse haben, freue ich mich über eine PN. Denn ich habe auch festgestellt, dass es eine weitere Eigenschaft in diesen Gruppen gibt. Leute neigen dazu, Posts einfach nur zu liken, in der Hoffnung, man meldet sich dann. Nun, das tue ich nicht. Wenn du also Kontakt willst, dann bitte auch aktiv via PN. 
So long...",""
